taskID,task_name,date_created,time_created,due_date,due_time,description,priority,location,completed,,
453,XCAL,2019-10-24,11:21:12,2019-11-07,1:52:17,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0,,0,,
454,WHMIS,2020-07-13,5:14:22,2020-07-29,6:12:06,,3,,1,,
455,LectusInEst.avi,2020-05-03,18:45:55,2020-05-19,2:59:39,,2,,0,,
456,CXO level engagement,2019-11-06,22:03:40,2019-12-04,4:34:30,,0,,0,,
457,take 43804,2019-12-05,14:08:02,2019-12-25,22:59:24,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,3,,0,,
458,take 44095,2020-09-21,15:51:59,2020-09-24,8:52:25,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",4,,1,,
459,take 44088,2020-09-14,0:00:58,2020-10-08,1:36:35,,3,,0,,
460,Elgar,2020-03-13,20:21:46,2020-03-23,6:47:30,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2,,1,,
461,AAP,2020-02-03,14:26:15,2020-02-24,20:57:37,,0,,1,,
462,Bartelt,2020-08-31,16:42:49,2020-09-16,15:15:11,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",0,,0,,
463,Melody,2020-07-07,2:45:57,2020-07-28,8:01:36,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",3,,1,,
464,iPhone Application Development,2020-01-08,4:33:28,2020-01-17,18:47:30,,2,,1,,
465,Meeting at Howell and Sons,2020-04-07,17:41:29,2020-04-22,3:14:10,,2,Cibatuireng,1,,
466,Susan,2020-07-19,16:07:08,2020-08-16,15:21:42,,2,,1,,
467,VulputateElementumNullam.xls,2019-12-31,9:39:35,2019-12-31,19:14:44,,4,,0,,
468,"Meet Olson, Beer and Fadel",2020-03-01,4:27:38,2020-03-04,11:39:56,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",4,Kembangkerang Satu,1,,
469,Awesomeness,2020-04-28,8:06:12,2020-05-06,12:18:16,,3,Créteil,1,,
470,Roth,2019-10-25,9:22:54,2019-11-10,5:00:18,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2,,1,,
471,JIT,2020-08-13,12:25:29,2020-08-28,14:52:33,,2,,1,,
472,RS/6000,2020-01-03,16:54:18,2020-01-18,18:55:21,,4,,0,,
473,Meet Conroy Group,2020-09-21,18:27:33,2020-10-09,3:00:30,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",5,,0,,
474,Community Outreach,2020-10-10,9:40:35,2020-10-12,18:49:31,,2,Vabalninkas,0,,
475,Meeting with Ratke LLC,2020-08-27,14:05:09,2020-08-28,13:05:53,,5,,1,,
476,Eastwood,2020-01-21,20:55:25,2020-02-03,23:58:03,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,1,,0,,
477,cGMP practices,2019-12-14,22:22:16,2019-12-25,21:30:08,,3,,1,,
478,Eye Surgery,2020-04-26,11:48:49,2020-05-04,8:36:43,,2,,0,,
479,TinciduntEuFelis.mpeg,2020-09-03,4:22:50,2020-10-02,8:10:40,,2,,0,,
480,Sports Play-by-play,2020-01-16,4:05:31,2020-01-20,21:40:19,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",2,,1,,
481,IT Operations,2020-07-08,12:30:39,2020-07-10,23:20:28,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5,Amboasary,0,,
482,take 43809,2019-12-10,14:10:36,2019-12-28,3:09:41,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,5,Ipoti,0,,
483,Nunc.doc,2020-03-15,15:24:13,2020-04-13,19:01:07,,2,,1,,
484,Web TV,2020-01-21,15:28:03,2020-01-31,0:11:37,,5,Sohag,1,,
485,Glazing,2020-06-05,8:09:12,2020-06-16,16:01:44,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",5,Ohrid,0,,
486,Meet Boehm Group,2020-02-13,11:23:25,2020-02-22,1:28:21,,5,,1,,
487,Political Risk Analysis,2019-11-13,15:14:30,2019-12-09,6:08:22,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3,,1,,
488,Middle Office,2020-02-24,9:33:20,2020-02-26,6:07:14,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",5,Sifala,0,,
489,PurusEu.jpeg,2020-09-10,16:38:44,2020-09-12,22:13:48,Vestibulum sed magna at nunc commodo placerat.,1,,0,,
490,Express,2020-10-20,18:04:32,2020-11-01,19:01:51,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",5,,0,,
491,IBM Servers,2020-06-16,0:25:31,2020-06-28,4:31:58,,5,Chongkan,0,,
492,Thierer,2020-05-30,0:50:36,2020-06-17,21:57:46,,5,Přibyslav,0,,
493,OLAP Cube Studio,2020-05-05,7:16:40,2020-05-08,5:52:11,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",1,,1,,
494,take 43977,2020-05-26,2:53:02,2020-06-17,20:29:06,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,0,,1,,
495,Business Transformation,2020-05-22,12:38:42,2020-06-04,7:26:42,,3,,1,,
496,Meet Davis-Miller,2019-11-03,0:38:46,2019-11-06,5:46:04,,0,,0,,
497,take 43775,2019-11-06,1:10:18,2019-11-10,2:10:17,,1,,1,,
498,Gel Electrophoresis,2020-03-07,0:19:30,2020-03-27,20:30:09,,4,,0,,
499,take 44004,2020-06-22,8:02:05,2020-07-16,3:06:18,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",5,,0,,
500,Kinsman,2019-12-23,3:19:08,2019-12-24,21:12:22,,3,,0,,
501,Sloan,2020-01-14,3:12:23,2020-02-06,19:07:31,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2,,0,,
502,xCAT,2019-12-21,2:12:42,2019-12-28,18:01:42,,2,,0,,
503,Ticketing,2020-05-09,3:12:29,2020-05-27,3:12:27,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1,Letsheng,1,,
504,take 43869,2020-02-08,22:30:01,2020-03-01,21:22:42,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,4,,1,,
505,Fiction Writing,2020-05-26,13:11:47,2020-06-11,7:34:08,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,4,,0,,
506,Work Very Well with Others,2020-06-18,18:03:58,2020-06-18,22:56:19,,1,,1,,
507,Workshops,2020-07-11,9:44:47,2020-07-17,21:23:48,,1,Šimanovci,1,,
508,UtEratCurabitur.xls,2019-12-11,2:26:56,2019-12-23,10:44:12,,0,,1,,
509,BFSI,2020-06-21,21:46:41,2020-07-05,4:28:46,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",1,,0,,
510,WCSF,2020-04-15,13:09:39,2020-05-06,4:14:50,,2,,1,,
511,EPC,2020-08-05,18:54:19,2020-08-25,15:17:52,,1,Njeru,1,,
512,GNU tools,2020-05-13,8:00:52,2020-06-09,13:16:03,,1,Soa,1,,
513,take 43938,2020-04-17,11:41:49,2020-04-28,11:04:06,,3,,0,,
514,RTLS,2020-02-26,4:41:25,2020-03-23,16:05:21,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,,0,,
515,Adult CPR,2020-02-28,8:46:31,2020-03-22,20:10:54,,3,,0,,
516,Order Picking,2020-09-30,13:18:38,2020-10-22,4:16:04,,1,,1,,
517,FFA,2020-06-18,1:22:52,2020-06-25,22:06:50,,5,,1,,
518,Radio Production,2020-02-25,12:13:02,2020-03-24,4:32:21,,2,,1,,
519,Meet Monahan-Nienow,2019-11-11,13:25:22,2019-12-05,14:38:56,,5,Alor Setar,1,,
520,Brocade Fibre Switches,2020-10-01,4:23:53,2020-10-19,2:33:01,,5,,0,,
521,JBoss ESB,2019-12-15,2:47:16,2020-01-13,15:58:55,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.",4,,0,,
522,PFI,2020-08-20,5:34:19,2020-09-04,21:25:46,,1,,1,,
523,Basel II,2020-08-11,1:03:18,2020-08-11,13:27:36,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5,,1,,
524,Dry Eye,2020-06-02,4:42:17,2020-07-01,6:34:40,,0,,1,,
525,WGA,2019-11-24,2:02:54,2019-12-21,5:51:43,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0,,0,,
526,Meet Hoeger-Thiel,2020-07-05,22:54:09,2020-07-30,4:14:46,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2,,0,,
527,IVDD,2019-10-30,8:21:19,2019-11-23,13:12:16,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3,,0,,
528,Simulink,2020-09-24,16:16:43,2020-09-24,14:37:25,,2,,0,,
529,PML,2020-04-22,6:35:21,2020-05-20,17:08:11,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1,,1,,
530,CTF,2020-08-21,14:28:03,2020-09-14,1:34:58,,5,,0,,
531,Class Actions,2020-02-08,21:12:11,2020-02-29,17:22:13,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",1,Fort Dauphin,1,,
532,JDOM,2019-12-29,3:38:21,2020-01-24,21:21:50,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,3,,1,,
533,Manufacturers,2019-11-09,15:21:20,2019-12-01,9:05:10,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",4,,1,,
534,Quam.doc,2020-09-19,5:47:46,2020-09-21,2:02:53,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,3,,0,,
535,EEM,2020-06-02,15:10:06,2020-06-11,17:53:59,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0,,1,,
536,Sutherland,2019-11-04,23:06:59,2019-11-09,20:16:48,,3,,1,,
537,Hooker,2020-05-11,21:30:19,2020-05-22,10:57:46,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",1,,0,,
538,HR Management,2020-01-06,10:50:06,2020-01-28,23:15:55,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",2,,0,,
539,Waywood,2019-12-27,21:14:29,2020-01-17,14:16:39,,4,Huité,0,,
540,take 43855,2020-01-25,8:36:06,2020-02-17,11:43:41,,4,,0,,
541,Information Security Awareness,2020-07-24,2:04:01,2020-08-15,5:06:01,,0,,0,,
542,JVM,2019-12-27,14:49:00,2020-01-04,15:07:02,,0,,0,,
543,Mobile Marketing,2019-11-29,21:47:52,2019-11-29,2:03:14,,1,,0,,
544,Radio Broadcasting,2020-01-05,0:05:14,2020-01-31,22:02:44,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",3,,1,,
545,Meet Kunde-DuBuque,2020-04-14,0:05:35,2020-05-05,12:32:55,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2,,1,,
546,Juvederm,2020-02-09,10:45:34,2020-02-09,16:04:07,,0,,1,,
547,Project Bidding,2020-07-10,6:40:12,2020-07-25,18:39:02,,2,,1,,
548,take 44108,2020-10-04,21:07:39,2020-10-15,14:28:17,,2,,1,,
549,Legal Writing,2020-06-10,4:44:20,2020-07-07,20:51:50,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,2,,0,,
550,Dui.ppt,2020-07-02,1:23:12,2020-07-24,9:40:41,,2,,0,,
551,Mockingbird,2020-10-02,9:55:03,2020-10-07,15:28:34,,3,Kula,0,,
552,Potenti.xls,2020-05-07,3:54:03,2020-05-18,8:26:27,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",5,,1,,
553,IATA,2020-04-15,4:31:42,2020-05-06,7:42:18,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",1,,0,,
554,Analytical Skills,2020-07-11,17:25:37,2020-07-19,15:36:47,,4,,0,,
555,JMX,2020-06-05,4:00:49,2020-06-16,4:58:09,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",4,,0,,
556,KVM Switches,2020-05-21,18:30:30,2020-06-15,12:12:49,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",4,,0,,
557,RHIT,2020-01-16,20:14:16,2020-01-22,2:12:48,,5,Petropavlivka,0,,
558,Nonprofits,2020-09-04,8:59:44,2020-09-19,7:43:14,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",3,,1,,
559,Zoology,2020-09-19,15:06:13,2020-09-22,14:47:36,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,0,,0,,
560,Wovens,2020-06-03,0:18:12,2020-06-29,7:22:39,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",3,,0,,
561,AugueVestibulum.avi,2020-05-14,8:57:38,2020-06-08,3:33:30,,3,,0,,
562,Meet Ortiz Group,2020-04-25,19:55:00,2020-05-08,0:04:29,,0,,0,,
563,Meet Nicolas Group,2020-07-02,23:53:02,2020-07-29,19:21:34,,3,,0,,
564,Eplan,2020-09-13,7:00:40,2020-09-21,15:06:19,,4,,0,,
565,East,2020-07-15,15:05:52,2020-07-18,10:04:44,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",5,,1,,
566,SPSS,2020-07-03,3:13:19,2020-07-25,6:09:14,,1,,0,,
567,MMIC,2020-06-03,17:47:11,2020-06-16,8:23:36,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",4,Pau,0,,
568,Meeting at Reilly-Gusikowski,2020-08-21,3:00:42,2020-08-28,8:49:02,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1,,0,,
569,UK GAAP,2019-11-10,23:02:45,2019-12-05,20:22:45,,1,,0,,
570,IP PBX,2020-01-11,23:05:19,2020-02-04,0:37:28,,4,,1,,
571,FDD,2020-03-19,15:36:22,2020-03-29,5:16:51,,0,Nor Gyugh,0,,
572,UtTellus.mp3,2020-08-03,8:45:58,2020-08-27,6:59:38,,0,,0,,
573,Art Direction,2020-01-21,15:14:14,2020-02-19,12:45:24,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",2,Podbuzh,0,,
574,IFS ERP,2020-04-08,14:52:31,2020-04-16,0:10:15,,5,,1,,
575,Meet Ryan-Lakin,2020-05-08,3:48:34,2020-06-04,19:39:32,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,2,Komsomol’skiy,0,,
576,PWM,2020-04-03,6:19:26,2020-04-18,13:55:34,,4,,1,,
577,JPOS,2019-11-19,3:46:51,2019-11-23,4:27:28,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,1,,1,,
578,Golf View,2020-03-23,5:06:43,2020-04-10,1:58:14,Fusce consequat. Nulla nisl.,1,Tolú,0,,
579,Airline Management,2020-05-29,23:06:38,2020-06-04,20:27:09,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1,,1,,
580,MSI,2020-09-29,18:42:48,2020-10-15,23:42:12,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",1,,0,,
581,"Meet Halvorson, Dooley and Satterfield",2020-09-16,2:07:34,2020-09-27,16:30:53,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",3,,0,,
582,Clerical Skills,2019-12-10,18:12:10,2019-12-29,1:21:53,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1,Zhaigang,0,,
583,RGB,2020-09-02,15:00:04,2020-09-12,5:56:26,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",0,,0,,
584,EuismodScelerisqueQuam.doc,2020-06-06,8:33:15,2020-06-07,10:05:12,,3,,0,,
585,Product Development,2019-11-20,18:11:11,2019-11-23,0:50:32,,0,Natonin,0,,
586,Blood Pressure,2020-10-19,13:20:04,2020-11-01,19:27:03,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",4,,1,,
587,Lakeland,2019-11-10,13:43:21,2019-12-02,21:15:33,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,5,,0,,
588,Dynamic Speaker,2020-10-05,17:19:51,2020-10-22,10:36:01,,4,,0,,
589,Meet Erdman Group,2020-02-24,18:47:05,2020-03-21,3:46:57,,3,,1,,
590,Waste Management,2020-04-03,23:54:22,2020-04-03,21:31:49,,3,,0,,
591,Corporate Tax,2020-01-15,23:03:47,2020-01-19,5:00:38,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",5,,0,,
592,Veith,2020-08-26,10:47:22,2020-09-22,0:05:41,,3,Borgustanskaya,1,,
